,posib_comb,correlation_agency,pvalue_agency,correlation_patiency,pvalue_patiency
0,nsubj,0.6239463510237072,1.6699265543286474e-07,0.5500523003798384,7.724722733871742e-06
1,nsubjpass,0.5374065758817295,1.3627723328614488e-05,0.473664219012879,0.00017299324249473396
2,dobj,0.3422234528504885,0.008551658570970663,0.27097945134022056,0.03964177521236277
3,pobj,0.4003937494204008,0.0018435783907745828,0.31887535390994737,0.014700448367632981
4,(nsubj+nsubjpass),0.6214470287178039,1.9325243010587114e-07,0.5472499079739498,8.777751820792456e-06
5,(nsubj+dobj),0.5009228499970656,6.205513712756976e-05,0.4174664699895712,0.0011126376681216549
6,(nsubj+pobj),0.49860805641346795,6.793058783767027e-05,0.418229078598156,0.00108714645597447
7,(nsubjpass+dobj),0.3638237333720216,0.004994432268708986,0.2924555874835385,0.025897641303938197
8,(nsubjpass+pobj),0.4021164023066594,0.0017540793571215955,0.32167466485011764,0.01380482591756455
9,(dobj+pobj),0.37088190962502693,0.004156273234799149,0.29539512135101054,0.024373849256806347
10,combination1nsubj/nsubjpass,0.598886236275931,6.83015573913173e-07,0.5292289827989873,1.9437471686029147e-05
11,combination2nsubj/dobj,0.7988679884667631,5.711318083722713e-14,0.7474352862443362,1.5858654364080205e-11
12,combination3nsubj/pobj,0.7955027838444739,8.659212666930432e-14,0.7902734627333969,1.6284429743219858e-13
13,combination4nsubj/(dobj+pobj),0.8162970254391093,5.7925551030469016e-15,0.79427235534775,1.0062981182036536e-13
14,combination5nsubj/(nsubjpass+dobj),0.7940262696484052,1.0368677520516802e-13,0.7469008582238765,1.6693341447576484e-11
15,combination6nsubj/(nsubjpass+pobj),0.8007321049555509,4.520046608297434e-14,0.7916884555046295,1.3750628362481664e-13
16,combination7nsubj/(nsubj+pobj),0.7955027838444739,8.659212666930432e-14,0.7902734627333969,1.6284429743219858e-13
17,combination8nsubj/(nsubj+dobj),0.7988679884667631,5.711318083722713e-14,0.7474352862443362,1.5858654364080205e-11
18,combination9nsubj/(nsubj+nsubjpass),0.598886236275931,6.83015573913173e-07,0.5292289827989873,1.9437471686029147e-05
19,combination10nsubjpass/nsubj,-0.598886236275931,6.83015573913173e-07,-0.5292289827989873,1.9437471686029147e-05
20,combination11nsubjpass/dobj,0.47852836247570324,0.0001449767512020702,0.48640334709859995,0.00010829489623911152
21,combination12nsubjpass/pobj,0.4091852900494757,0.0014261334265214126,0.47141516839634756,0.00018755174713793962
22,combination13nsubjpass/(dobj+pobj),0.47614506751976376,0.00015813858343739307,0.5276385001076626,2.0805207239965895e-05
23,combination14nsubjpass/(nsubjpass+dobj),0.47852836247570324,0.0001449767512020702,0.48640334709859995,0.00010829489623911152
24,combination15nsubjpass/(nsubjpass+pobj),0.4091852900494757,0.0014261334265214126,0.47141516839634756,0.00018755174713793962
25,combination16nsubjpass/(nsubj+pobj),-0.060506321326401935,0.6518561495298142,0.013565474176381927,0.9194971045319453
26,combination17nsubjpass/(nsubj+dobj),-0.17192162170475872,0.19689563519212644,-0.11999753914300657,0.36959721715543903
27,combination18nsubjpass/(nsubj+nsubjpass),-0.598886236275931,6.83015573913173e-07,-0.5292289827989873,1.9437471686029147e-05
28,combination19dobj/nsubj,-0.7988679884667631,5.711318083722713e-14,-0.7474352862443362,1.5858654364080205e-11
29,combination20dobj/nsubjpass,-0.47852836247570324,0.0001449767512020702,-0.48640334709859995,0.00010829489623911152
30,combination21dobj/pobj,-0.2026208126980221,0.12716098575893234,-0.1404226521886247,0.29308996606227233
31,combination22dobj/(dobj+pobj),-0.2026208126980221,0.12716098575893234,-0.1404226521886247,0.29308996606227233
32,combination23dobj/(nsubjpass+dobj),-0.47852836247570324,0.0001449767512020702,-0.48640334709859995,0.00010829489623911152
33,combination24dobj/(nsubjpass+pobj),-0.21234119782214156,0.10954375444053564,-0.15727952259374328,0.2383639831703614
34,combination25dobj/(nsubj+pobj),-0.608354609492756,4.069085335389435e-07,-0.5343443354148083,1.558267263768897e-05
35,combination26dobj/(nsubj+dobj),-0.7988679884667631,5.711318083722713e-14,-0.7474352862443362,1.5858654364080205e-11
36,combination27dobj/(nsubj+nsubjpass),-0.7950721338706206,9.127790214413856e-14,-0.7460395582761697,1.8127146715903682e-11
37,combination28pobj/nsubj,-0.7955027838444739,8.659212666930432e-14,-0.7902734627333969,1.6284429743219858e-13
38,combination29pobj/nsubjpass,-0.4091852900494757,0.0014261334265214126,-0.47141516839634756,0.00018755174713793962
39,combination30pobj/dobj,0.2026208126980221,0.12716098575893234,0.1404226521886247,0.29308996606227233
40,combination31pobj/(dobj+pobj),0.2026208126980221,0.12716098575893234,0.1404226521886247,0.29308996606227233
41,combination32pobj/(nsubjpass+dobj),0.14694392322126182,0.2710192229907346,0.07754775600602912,0.5628576147803896
42,combination33pobj/(nsubjpass+pobj),-0.4091852900494757,0.0014261334265214126,-0.47141516839634756,0.00018755174713793962
43,combination34pobj/(nsubj+pobj),-0.7955027838444739,8.659212666930432e-14,-0.7902734627333969,1.6284429743219858e-13
44,combination35pobj/(nsubj+dobj),-0.6229351871789351,1.771844918816152e-07,-0.6302562367344428,1.1483012731230314e-07
45,combination36pobj/(nsubj+nsubjpass),-0.78812021286413,2.101224186595523e-13,-0.7876895628902766,2.2103398076433133e-13
