,Unnamed: 0,word,agency,patiency,diff_,sum_,ratio_,prod_,nsubj,nsubjpass,dobj,pobj
0,0,infant,4.393000000000002,7.272499999999999,-2.8794999999999984,11.6655,0.6040563767617739,31.9480925,53.21171822765375,11.824826272811944,22.335782959755893,72.91976201567365
1,1,baby,4.7095,7.586,-2.8765,12.2955,0.6208146585815977,35.726267,406.64263682614404,49.92704426298376,488.75948594289366,414.525854341352
2,2,puppy,4.7415,7.0175,-2.276,11.759,0.6756679729248308,33.27347625,15.109500237481928,3.9416087576039813,20.364978580953903,36.13141361136983
3,3,fetus,3.6155,5.366000000000001,-1.7505000000000015,8.9815,0.6737793514722323,19.400773000000004,3.9416087576039813,0.0,2.6277391717359873,5.912413136405972
4,4,kitten,4.618500000000001,6.583499999999999,-1.9649999999999976,11.202,0.701526543631807,30.40589475,5.912413136405972,1.3138695858679936,20.364978580953903,45.98543550537978
5,5,rabbit,4.231499999999999,5.947,-1.7155000000000014,10.1785,0.7115352278459726,25.164730499999997,53.86865302058774,5.912413136405972,74.89056639447564,135.32856734440335
6,6,worm,3.2270000000000003,4.5465,-1.3194999999999997,7.7735,0.7097767513471902,14.671555500000002,26.277391717359873,1.9708043788019907,19.708043788019907,59.78106615699372
7,7,pig,4.4255,6.1795,-1.7539999999999996,10.605,0.7161582652318149,27.34737725,91.97087101075957,18.394174202151913,100.51102331890152,150.4380675818853
8,8,mouse,4.148999999999999,5.770499999999998,-1.6215000000000002,9.9195,0.719001819599688,23.9418045,65.69347929339969,2.6277391717359873,65.0365445004657,128.75921941506337
9,9,lamb,4.3115000000000006,5.985999999999999,-1.6744999999999983,10.2975,0.7202639492148348,25.808639000000003,65.0365445004657,17.737239409217914,53.86865302058774,130.73002379386537
10,10,sheep,4.12,5.721,-1.601,9.841,0.7201538192623668,23.57052,72.26282722273966,21.678848166821897,84.74458828848559,206.277524981275
11,11,sail,3.3880000000000003,4.585000000000001,-1.1970000000000005,7.973000000000001,0.7389312977099236,15.533980000000003,27.591261303227867,7.226282722273965,80.80297953088161,92.62780580369356
12,12,pigeon,3.9635000000000007,5.391,-1.427499999999999,9.354500000000002,0.7352068261918012,21.367228500000003,42.043826747775796,3.9416087576039813,32.18980485376584,67.66428367220168
13,13,beetle,3.478,4.632999999999999,-1.154999999999999,8.110999999999999,0.7507014893157783,16.113573999999996,41.3868919548418,2.6277391717359873,11.167891479877946,35.47447881843583
14,14,fox,4.7505000000000015,6.359499999999999,-1.6089999999999982,11.11,0.7469926881044109,30.21080475,134.67163255146934,11.824826272811944,61.09493574286171,107.73730604117549
15,15,cow,4.614,6.2665,-1.6525,10.8805,0.7362961780898428,28.913631,124.1606758645254,10.510956686943949,174.74465492044317,215.47461208235097
16,16,chimpanzee,5.457999999999999,7.2535,-1.7954999999999997,12.7115,0.7524643275660027,39.589603,1.3138695858679936,0.6569347929339968,0.0,7.226282722273965
17,17,fly,3.3650000000000007,4.421999999999999,-1.0569999999999982,7.786999999999999,0.7609678878335598,14.88003,89.34313183902357,9.197087101075956,107.08037124824149,162.2628938546972
18,18,rate,4.2585000000000015,5.71,-1.4514999999999991,9.9685,0.7457968476357271,24.316035000000007,437.51857209404193,110.36504521291147,358.6863969419623,1228.4680627865741
19,19,frog,4.1655,5.5275000000000025,-1.362000000000002,9.693,0.7535956580732698,23.02480125000001,31.53287006083185,2.6277391717359873,29.562065682029857,58.46719657112572
20,20,chicken,4.284000000000002,5.6545,-1.3704999999999992,9.9385,0.7576266690246708,24.223878000000006,76.20443598034363,7.883217515207963,150.4380675818853,153.06580675362127
21,21,slaves,6.053999999999999,7.822999999999999,-1.769,13.877,0.7738719161447015,47.360442000000006,0.0,0.0,0.0,0.6569347929339968
22,22,turkey,4.246500000000001,5.542000000000002,-1.2954999999999997,9.788500000000004,0.7662396246842296,23.53410300000001,56.49639219232373,4.598543550537978,49.27010947004976,130.0730890009314
23,23,cat,5.271500000000001,6.8675,-1.5959999999999983,12.139,0.7676010192937752,36.20202625000001,249.6352213149188,10.510956686943949,166.2045026123012,255.54763445132477
24,24,bird,4.7635,6.1960000000000015,-1.432500000000001,10.9595,0.7688024531956099,29.514646000000003,332.4090052246024,24.306587338557883,204.96365539540702,444.08792002338186
25,25,horse,4.984499999999999,6.590499999999999,-1.606,11.574999999999998,0.7563159092633336,32.850347249999984,587.9566396759271,65.0365445004657,1046.497125143857,1164.0884530790424
26,26,fish,4.046,5.2065,-1.1605,9.2525,0.777105541150485,21.06549900000001,165.5475678193672,27.591261303227867,250.2921561078528,385.62072345225613
27,27,goat,4.5360000000000005,5.935500000000001,-1.3995000000000006,10.471500000000002,0.7642153146322971,26.92342800000001,42.043826747775796,9.197087101075956,47.299305091247774,74.23363160154165
28,28,elephant,5.440499999999999,7.027000000000001,-1.5865000000000018,12.4675,0.7742279777999144,38.2303935,21.021913373887898,4.598543550537978,35.47447881843583,79.48910994501362
29,29,monkey,5.5470000000000015,7.1095,-1.5624999999999991,12.6565,0.7802236444194389,39.4363965,34.160609232567836,2.6277391717359873,45.98543550537978,69.63508805100366
30,30,ant,3.902,4.8435,-0.9414999999999996,8.7455,0.8056157737173533,18.899337,34.160609232567836,1.9708043788019907,11.167891479877946,60.43800094992771
31,31,fowl,4.296,5.331,-1.035,9.627,0.8058525604952167,22.901976000000005,3.9416087576039813,2.6277391717359873,12.48176106574594,23.649652545623887
32,32,snake,4.5070000000000014,5.5725,-1.0654999999999992,10.0795,0.8087931807985645,25.1152575,65.69347929339969,12.48176106574594,51.240913848851754,142.55485006667732
33,33,dog,5.7650000000000015,7.318,-1.552999999999999,13.083,0.7877835474173273,42.18827,538.6865302058774,50.58397905591776,414.525854341352,687.8107282018947
34,34,stomach,3.637,4.4350000000000005,-0.7980000000000009,8.072000000000001,0.8200676437429536,16.130095,90.65700142489156,5.912413136405972,100.51102331890152,342.91996191154635
35,35,primate,5.5310000000000015,6.778000000000001,-1.2470000000000008,12.309,0.8160224254942461,37.48911800000001,1.3138695858679936,0.6569347929339968,2.6277391717359873,3.9416087576039813
36,36,chin,2.6895,2.9155,-0.2260000000000004,5.605,0.922483279025896,7.84123725,81.45991432381561,6.569347929339968,171.45998095577318,254.23376486545678
37,37,skin,3.5015,3.9645,-0.4629999999999996,7.465999999999998,0.8832135199899105,13.88169675,175.40158971337715,40.729957161907805,175.40158971337715,380.36524510878417
38,38,insect,4.051499999999999,4.712,-0.6605000000000008,8.763499999999999,0.8598259762308996,19.090667999999997,33.50367443963384,9.197087101075956,38.102217990171816,105.7665016623735
39,39,shark,4.979999999999999,5.912999999999999,-0.9330000000000016,10.893,0.8422120750887871,29.446739999999995,20.364978580953903,2.6277391717359873,9.854021894009954,30.219000474963856
40,40,nose,3.1725000000000003,3.329,-0.1564999999999994,6.5015,0.9529888855512167,10.5612525,147.81032841014928,21.021913373887898,431.60615895763596,570.2194002667093
41,41,sponge,2.3555,2.108,0.2475000000000005,4.4635,1.1174098671726758,4.965394,2.6277391717359873,1.3138695858679936,13.138695858679936,17.080304616283918
42,42,lettuce,2.329,2.066,0.2629999999999999,4.395,1.12729912875121,4.811713999999999,2.6277391717359873,1.3138695858679936,9.854021894009954,28.248196096161866
43,43,drop,2.1775,1.814,0.3634999999999997,3.991499999999999,1.200385887541345,3.949984999999998,82.1168491167496,16.423369823349923,167.5183721981692,174.08772012750916
44,44,toe,3.1425000000000005,3.2215000000000003,-0.0789999999999997,6.364000000000001,0.9754772621449636,10.123563750000002,42.043826747775796,7.226282722273965,93.94167538956155,166.8614374052352
45,45,face,4.112499999999999,4.499499999999999,-0.3870000000000005,8.611999999999998,0.913990443382598,18.504193749999992,2158.6877295811137,228.6133079410309,2086.424902358374,4605.112898467318
46,46,ghost,2.9885,2.776,0.2124999999999994,5.764499999999999,1.0765489913544666,8.296075999999998,82.1168491167496,5.912413136405972,95.91247976836354,148.4672632030833
47,47,tail,2.8005,2.682,0.1185,5.4825,1.0441834451901566,7.510941000000001,60.43800094992771,5.912413136405972,180.00013326391513,260.1461780018628
48,48,leaf,2.5965,2.3645000000000005,0.2319999999999993,4.961,1.0981179953478533,6.139424250000001,19.708043788019907,8.540152308141959,49.27010947004976,109.05117562704348
49,49,boy,7.227500000000001,8.482999999999999,-1.2554999999999996,15.7105,0.8519981138748085,61.31088250000001,2818.9071964797804,156.35048071829124,972.9204283352493,1847.300637730399
50,50,jews,7.132499999999999,8.308499999999999,-1.1760000000000002,15.440999999999995,0.8584582054522476,59.26037624999998,112.99278438464746,32.18980485376584,55.182522606455734,189.85415515792508
51,51,italians,7.085000000000001,8.177500000000002,-1.0925000000000011,15.262500000000005,0.8664017120146743,57.93758750000002,119.56213231398743,11.167891479877946,36.788348404303825,88.02926225315558
52,52,cabbage,2.4065,2.0355,0.371,4.442,1.182264799803488,4.898430749999998,6.569347929339968,0.0,12.48176106574594,27.591261303227867
53,53,neck,3.339,3.2205000000000004,0.1184999999999996,6.5595,1.0367955286446202,10.7532495,92.62780580369356,17.737239409217914,347.51850546208436,830.365578268572
54,54,tooth,3.2075000000000014,3.122,0.085500000000001,6.329500000000001,1.027386290839206,10.013815000000005,195.10963350139707,25.620456924425877,438.8324416799099,522.9200951754615
55,55,root,3.028,2.8675,0.1605000000000007,5.895499999999998,1.0559721011333918,8.682789999999997,82.1168491167496,8.540152308141959,134.01469775853536,239.78119942090885
56,56,berry,2.4525,2.022,0.4305000000000003,4.4745,1.2129080118694364,4.958955,19.708043788019907,1.9708043788019907,22.335782959755893,36.788348404303825
57,57,immigrants,7.1245,8.253499999999999,-1.128999999999999,15.378,0.8632095474647121,58.80206075,0.0,0.0,0.0,0.6569347929339968
58,58,stem,2.6615,2.236,0.4255,4.897500000000001,1.1902951699463329,5.951114000000001,19.051108995085908,3.9416087576039813,27.591261303227867,77.51830556621162
59,59,ear,3.3835,3.292,0.0914999999999999,6.675499999999999,1.027794653705954,11.138481999999994,214.16074249648298,24.306587338557883,392.8470061745301,938.1028843097475
60,60,mexicans,7.274499999999999,8.3955,-1.121000000000001,15.669999999999998,0.8664760883806801,61.07306474999999,53.86865302058774,5.2554783434719745,19.051108995085908,55.182522606455734
61,61,nut,2.524,2.031,0.4930000000000003,4.555,1.2427375677006405,5.126243999999999,28.248196096161866,2.6277391717359873,51.240913848851754,54.52558781352174
62,62,throat,3.701999999999999,3.713,-0.0110000000000005,7.414999999999999,0.9970374360355506,13.745525999999996,106.4234364553075,13.138695858679936,308.75935267897853,579.4164873677852
63,63,branch,2.7190000000000003,2.268,0.4510000000000005,4.987,1.1988536155202825,6.166691999999999,151.75193716775328,25.620456924425877,153.72274154655526,517.0076820390556
64,64,coat,2.4635,1.8515,0.6120000000000001,4.315,1.3305428031325952,4.561170250000001,162.2628938546972,39.416087576039814,646.4238362470529,679.2705758937527
65,65,knee,3.279000000000001,3.108,0.1710000000000007,6.3870000000000005,1.0550193050193053,10.191132000000003,93.94167538956155,3.9416087576039813,150.4380675818853,867.8108614658098
66,66,cheese,2.3545,1.7554999999999996,0.5990000000000002,4.109999999999999,1.3412133295357451,4.133324749999999,11.824826272811944,6.569347929339968,35.47447881843583,76.20443598034363
